logFC	logCPM	F	PValue	FDR	rank
PMFBP1	-0.345216607238687	2.17965193439094	1.99137420023342	0.160713673458632	0.334439726651558	-0.79394717205426
STIP1P3	-0.316645668544626	2.03290215422106	1.99346443878914	0.160495970209099	0.334024048054011	-0.794535867545232
C1orf226	-0.782728056002655	-1.16921079332856	1.99353950491492	0.16048815821675	0.334024048054011	-0.794557006940423
LINC01011	-0.528803963242054	0.320953648308707	1.99478612204723	0.160358489090927	0.333829354966398	-0.794908044355692
FGF11	-0.67998975345819	-1.40611934479608	1.99484314958862	0.160352560155287	0.333829354966398	-0.79492410182573
ERVK3-1	-0.248647193907274	3.34812223235096	1.99537795190701	0.160296971084388	0.333796557513237	-0.79507468384526
SNORD116-2	-0.51983465990652	-0.556917513689735	1.99579161447342	0.160253988889918	0.333744401260615	-0.7951911516293
ZNF844	-0.22905647908232	4.05212670025099	1.99652472617835	0.160177846480243	0.333623166253008	-0.795397549529463
NPEPPS	-0.170928271765795	4.67203568828177	1.99683009449438	0.160146142623319	0.333594472398379	-0.795483517553281
POLK	-0.178735747573504	4.01397912387472	1.99792061028365	0.160032982384634	0.333470743136984	-0.795790501147398
RP11-960L18.1	-0.566426359149569	-0.279378086141545	2.00001092650079	0.159816332488258	0.33316853181061	-0.796378839871387
UBAP1L	-0.332237712602803	2.14907059973437	2.00102548589557	0.159711300657473	0.333024191240952	-0.796664353494906
AMOTL1	-0.258696614491073	5.3909447815773	2.00128876477906	0.159684057809828	0.333004701078705	-0.796738439846624
DARS2	-0.297208675916835	3.1586999403165	2.00401019341889	0.159402770481308	0.332679088505627	-0.797504134669593
ABHD15	-0.316670873183406	2.97361175568688	2.00512358309816	0.159287854746238	0.332523328233018	-0.797817336677038
CRNDE	-0.576702008515522	0.0850487267850917	2.00641350391909	0.159154837978637	0.33231072992667	-0.798180155186297
MT-CYB	-0.166206992530973	11.1399726647166	2.00652369104163	0.159143481398028	0.33231072992667	-0.798211145612535
SMAD4	-0.168907520138266	5.00830616932581	2.00719380937101	0.159074434847228	0.332217405570957	-0.798399611031648
RP11-274B21.9	-0.750216300101904	-1.54333957174013	2.01046076495166	0.15873831285884	0.331664330302862	-0.799318239880137
RBL2	-0.195665908114131	4.9883287637636	2.01299651631292	0.158477984210193	0.331269190090236	-0.800031061522749
AP001468.1	-0.561657470857129	-0.493347968435494	2.01346004046101	0.158430450385539	0.331207035251557	-0.800161343179229
MAMDC4	-0.443558698685508	0.524575303532853	2.01429367998404	0.15834500294602	0.331096833581195	-0.800395637547594
MPPED2	-0.499832330703276	2.1658666400422	2.01501432332772	0.158271180239136	0.331039751628603	-0.800598159064324
MAN1C1	-0.552944013518058	3.02310922101687	2.01545730840533	0.15822582048824	0.331002368481749	-0.800722643590904
ZNF609	-0.202670995210714	6.87605961507635	2.0171623896396	0.158051367007675	0.330711777496774	-0.801201743536376
FAM111A	-0.231979425544072	5.32734062425602	2.01932251001613	0.157830674163395	0.330361438113887	-0.80180858841876
RP11-271C24.3	-0.524941280116785	-0.325605737422174	2.02266670374422	0.157489706547704	0.329759025479877	-0.802747826227524
IWS1	-0.172266658836506	5.49536993957394	2.02457637962254	0.15729537942383	0.329463352129516	-0.803284034657114
ADCY9	-0.459372267260985	2.31426723403716	2.02491726611033	0.1572607200724	0.329427837341802	-0.803379740098256
SMG1P3	-0.202953917771305	3.0526918130784	2.02614907178924	0.157135550378496	0.329276838000343	-0.803725548972887
CORO2B	-0.77219025821121	0.874550810891817	2.02788733122278	0.156959112175829	0.329018267361475	-0.804213466502283
C17orf62	-0.227789670428436	4.26992213389693	2.03044792460673	0.156699619181228	0.328548339574568	-0.804932058972968
TXNRD2	-0.213419701070268	2.66378720495986	2.03212129761094	0.15653030420122	0.328230324608553	-0.805401570748146
INPP5B	-0.213528447527276	4.56013632028789	2.03253911868299	0.156488061079515	0.328178726537542	-0.805518790418307
MCTP1	-0.272390098160102	5.14226597815556	2.0330389131606	0.156437547366287	0.328119022618042	-0.805659001551648
ZC3H4	-0.192719687246214	5.91976699195995	2.03327487327559	0.156413705627889	0.328119022618042	-0.805725194896545
JKAMP	-0.270882236018728	2.77098046999506	2.03372925983692	0.156367805531113	0.328106352096451	-0.805852658689515
AC024560.3	-0.284672464794539	1.87415340431365	2.03434391384464	0.15630574054559	0.328106352096451	-0.806025071619384
BRIP1	-0.317895402763858	3.99604220928432	2.03537803527594	0.156201383455781	0.327984128113876	-0.806315123950711
AC129492.6	-0.677412979089746	-0.75372377119128	2.03697360952127	0.156040524949581	0.327757318914303	-0.806762597309728
ZCCHC6	-0.146792539560014	5.61895401070733	2.03816659693082	0.155920377665738	0.327615897425931	-0.807097121953883
FDXACB1	-0.576878336337182	-0.646815136983044	2.03955487272432	0.15578069631833	0.327396340308504	-0.807486359255436
EVA1C	-0.510003354483471	1.05368841369797	2.0400942275642	0.155726467886842	0.327356316588156	-0.807637566749207
TMTC4	-0.248610708240037	3.42472808077754	2.04188393972928	0.155546679772743	0.327089232366504	-0.80813925470485
RASL10B	-0.423069872024614	-0.0726878342854548	2.04217790575385	0.155517171776612	0.327089232366504	-0.808221650392207
RP11-79L9.2	-0.525195073336566	-0.402946550846198	2.04328135695612	0.155406465823438	0.326942172531661	-0.80853091595323
APOL4	-0.718306334518716	-0.285304246872344	2.04346765418768	0.155387784105057	0.326942172531661	-0.808583126489411
DEPDC1	-0.499430474062191	1.36031924885446	2.04462974119918	0.155271309225966	0.326838541680211	-0.808908785069672
SRSF12	-0.416072842142922	0.486770193418096	2.04465799021153	0.155268479101783	0.326838541680211	-0.808916701010637
PDK3	-0.250351034851442	2.93382464970053	2.04750928656062	0.154983126531298	0.326368804418527	-0.809715582173237
LIG4	-0.341159781504799	2.79885654898258	2.0477379971001	0.154960263673338	0.326368804418527	-0.809779653312574
STKLD1	-0.531271644903061	-1.12515001984709	2.04838012643004	0.154896094429688	0.32627422743351	-0.809959532460412
GATAD1	-0.239565330470501	4.03836691545076	2.04841638641259	0.154892471807867	0.32627422743351	-0.809969689611698
UNC80	-0.731589665992475	-0.608704336621554	2.04848192853943	0.154885923944904	0.32627422743351	-0.809988049192563
RP11-474P2.6	-0.47807535208342	0.685704010192358	2.04908659800367	0.154825530554074	0.326260601160156	-0.810157423081273
SPAG5	-0.312972149428062	4.3292031112657	2.05014750600542	0.154719634070809	0.326087093758026	-0.810454570414747
SPIN4	-0.263112579922237	3.4055053445163	2.0514490588556	0.154589830642214	0.325998137872883	-0.810819078601604
MFSD4A	-0.587699991869809	-1.31154771021222	2.05259200818867	0.154475947676675	0.325831833412784	-0.811139131802083
CUL7	-0.207897081536782	4.07880598592958	2.05261524147769	0.154473633720021	0.325831833412784	-0.811145637320567
MYSM1	-0.17315388790096	5.30628554528285	2.05287531759125	0.154447733735497	0.325831833412784	-0.811218459867479
RP5-1057I20.6	-0.573903017067869	-0.734981533028487	2.05371010529776	0.154364634062816	0.325744739242558	-0.811452192281901
CCDC93	-0.157595236036805	5.19474031218098	2.05439174970184	0.154296817198239	0.325638651639919	-0.811643032378188
NIPSNAP3B	-0.331392318890261	1.3307473588181	2.05554351000586	0.154182306074989	0.325470714854611	-0.81196546295761
ZNF653	-0.289624876480479	1.59997004287623	2.05609873302778	0.154127139111733	0.32539117365454	-0.812120882834331
GS1-44D20.1	-0.34002851770263	2.93748488701637	2.05657405825103	0.154079928774262	0.325365333026721	-0.812253930978576
MTOR	-0.149202194003656	5.76462899401513	2.05661571243085	0.154075792380479	0.325365333026721	-0.812265590103308
TMEM231	-0.339171371041451	1.05191724029173	2.05667362403346	0.15407004178396	0.325365333026721	-0.812281799651252
ARRB1	-0.243284360530242	5.90034273200352	2.05717070865033	0.154020691620842	0.325351008023684	-0.812420930766748
GINS1	-0.417907556249077	2.94090818192883	2.06042431841415	0.153698122956593	0.324964739458729	-0.813331436303585
AC012074.2	-0.516735680439725	-0.324121422726681	2.06112835346785	0.153628425617701	0.324854289078883	-0.813528420067881
HSF5	-0.294968434410478	1.87736213859631	2.0611331903272	0.153627946908573	0.324854289078883	-0.813529773339944
PIP5KL1	-0.518172135739426	-0.679737817305596	2.06175689482385	0.15356623253052	0.32479659637735	-0.813704270228211
CTC-559E9.5	-0.392137119249869	0.946915282330317	2.06275869876856	0.153467165388047	0.324660870116051	-0.81398452843529
AR	-0.615954702861557	2.08713429708224	2.06390172337326	0.153354222551428	0.324553676868924	-0.814304261379978
LMBR1L	-0.232952031245818	3.84322291539041	2.06594530368942	0.15315253263104	0.324216419476496	-0.814875817018747
FLNA	-0.331875473699064	9.23724832475515	2.0662568262784	0.153121813802373	0.324188270705945	-0.814962935107355
FAM220A	-0.31426950766332	1.27965396161976	2.06632211416431	0.153115376745466	0.324188270705945	-0.814981192708855
SLC26A6	-0.21292929936573	2.29803393997046	2.0674647664967	0.153002767157074	0.324046834880359	-0.815300714606058
LINC00506	-0.568168572195319	-0.62393612365421	2.06776027664071	0.152973659765528	0.324022067264308	-0.815383343060128
LYRM7	-0.238912896783668	3.90920077148796	2.07000257028927	0.152753003113272	0.323665210878133	-0.816010242802581
RP5-881P19.7	-0.697669116199337	-1.46654083984698	2.07187141379833	0.152569374963338	0.323312940361894	-0.816532632955286
C12orf29	-0.298520931499557	1.94152441377843	2.07208277989372	0.152548622548228	0.323305782275334	-0.816591709505707
SLC25A36	-0.176761264134973	5.42951510968083	2.07210822691599	0.152546124318398	0.323305782275334	-0.816598821836816
RN7SL119P	-0.412501461070368	0.884740567999095	2.0753548827511	0.152227771873338	0.322883207456865	-0.8175061092535
KIRREL	-0.437613463779212	1.60913509250506	2.07574726117586	0.152189348563922	0.322838508672761	-0.817615741926725
ARMCX2	-0.527782814191892	1.40172890512204	2.07599457143454	0.152165136631031	0.322823949655708	-0.817684839701752
CDC42EP2	-0.391881638359318	0.830422953087412	2.07811058598176	0.151958156782188	0.322421594230667	-0.818275982978464
AC004381.8	-0.67391413294659	1.64466524572413	2.0783225327574	0.15193744278382	0.322414407038581	-0.818335187357968
INVS	-0.181224155338626	4.547093166463	2.07835952675555	0.15193382761492	0.322414407038581	-0.818345520996304
BTLA	-0.880335326421305	-0.550356934863158	2.07837739786985	0.151932081229156	0.322414407038581	-0.818350512972558
TUBGCP6	-0.179833257131007	4.93044574476291	2.0789086703498	0.151880175167535	0.322414407038581	-0.818498910648318
MT-ATP8	-0.193571373131627	8.64114279349408	2.07944519154242	0.151827776899121	0.322414407038581	-0.818648766975126
RP3-499B10.3	-0.5945482829866	-0.529461531353941	2.07990071676569	0.151783305181728	0.322381433948362	-0.818775994357408
TBXAS1	-0.26489346763265	4.68602455825851	2.07992807453914	0.151780634789642	0.322381433948362	-0.818783635163148
RP11-342K2.1	-0.231573097549149	2.99738919580275	2.08020399947298	0.151753704764722	0.322381433948362	-0.818860697687727
CACNG8	-0.789227014969828	-1.16866987742315	2.08036096344815	0.151738387662655	0.322381433948362	-0.818904534961105
TEFM	-0.334475616880142	1.2641937607549	2.08038085104873	0.151736447086279	0.322381433948362	-0.818910089171969
ATP6V0E1	-0.263552766535146	2.72942939811256	2.08076755381232	0.151698719358909	0.322381433948362	-0.819018085513248
RPS16P5	-0.401531215885437	1.99075427368036	2.08182470159444	0.15159563605329	0.322381433948362	-0.819313300453661
POLR2H	-0.244064016239431	2.50097672014765	2.08275032189203	0.151505443917606	0.322380022918103	-0.8195717617432
ZNF354A	-0.297507180663704	1.97291062788986	2.08399365507597	0.151384390567612	0.322159279469594	-0.819918903170423
INTS9	-0.27703940585288	2.99876228192646	2.08660314536434	0.151130685208793	0.321656158111086	-0.820647348606827
ZNF197	-0.262978313432875	3.54814714627051	2.08844591386126	0.150951816738508	0.32149609773036	-0.821161655779266
RP11-667M19.9	-0.627218566228632	-1.0657576568754	2.08948431279042	0.150851131150212	0.321392013790148	-0.821451428939748
SCYL3	-0.242543900553564	2.83141192627137	2.0894921285466	0.150850373607552	0.321392013790148	-0.821453609880792
AC091814.2	-0.727954401318637	-1.01534908448163	2.08989403908039	0.150811424268287	0.321381010396734	-0.821565758540844
RP1-168P16.2	-0.515881172521873	0.174947215962183	2.09198286076951	0.150609180720863	0.321023554966072	-0.82214855393289
RP11-359B12.2	-0.35518644546462	1.02465843473796	2.09288944129089	0.150521500472304	0.320983736051873	-0.822401461069725
EXOC1	-0.190200349022713	4.17004509983405	2.09366113263121	0.150446912067727	0.320897254019112	-0.822616721753807
SRP14-AS1	-0.514346215523358	0.378174409319932	2.09536758191792	0.150282123950471	0.32062024334675	-0.823092675643183
SLC25A19	-0.293792625401806	2.42580711969323	2.09664562322782	0.150158841425393	0.320393959550936	-0.823449091242463
UNC5CL	-0.52180837095751	-0.332977893724141	2.09736377254594	0.150089617989733	0.320326907433864	-0.823649347768121
AKAP3	-0.677436989073191	-0.753332435584131	2.09742437482452	0.150083778119243	0.320326907433864	-0.82366624615793
RP11-473M20.9	-0.5405923370561	-0.325671351907124	2.0981621411318	0.150012704924306	0.320265765630047	-0.823871957978585
CTC-435M10.12	-0.636155011656583	-0.79800603474312	2.09834644393801	0.149994956001163	0.320264617472133	-0.823923345062275
RP11-73M18.6	-0.594855256807835	-0.868492559137636	2.09866686632831	0.149964104060877	0.320259955590858	-0.82401268277034
PSMD5	-0.209181766736774	3.19223989259606	2.09901319980109	0.149930765423779	0.320237796488255	-0.824109241849261
METTL15P1	-0.507790340578311	-0.636206396646434	2.09933039386247	0.149900239227737	0.32020935042472	-0.824197674054967
SHPK	-0.514865355933713	-0.515594199983964	2.10018710393006	0.149817826465129	0.320070047630669	-0.824436507899423
SRSF11	-0.172969180135472	7.34868207474308	2.10435869979339	0.14941727158267	0.319263257525326	-0.825599198240153
RP11-446N19.1	-0.576211360617417	-1.03104590352658	2.10617069543823	0.149243665862912	0.318989907463482	-0.826104091951758
RP11-348N5.7	-0.52791509580879	0.0683682355314453	2.10754055727496	0.149112573565371	0.318856213388236	-0.826485734147107
SLC19A2	-0.321580408431786	1.7341215568684	2.10770300834743	0.149097036137799	0.318856213388236	-0.826530989691155
CRYZL1	-0.167877266538035	3.36237184111171	2.10795967240739	0.149072491597536	0.318843784327236	-0.826602489676429
GRWD1	-0.181474625265439	4.65682209812015	2.11096483639203	0.1487854537578	0.318330798838677	-0.827439526192846
LINS1	-0.277588987470246	2.07320351234788	2.11337686571793	0.148555525726082	0.317995299602366	-0.828111189382273
TRIM13	-0.216792729233344	3.87618906142433	2.11480758391964	0.14841933346411	0.317775509964349	-0.828509523114361
ANKRD10-IT1	-0.445940701861101	0.747353170801507	2.1166571247284	0.148243484068523	0.317536496348736	-0.829024386633349
RP11-3K24.1	-0.660684338395017	-1.15736668984216	2.1195328072193	0.14797054410283	0.317087533350926	-0.82982472924555
ATP8A1	-0.220405938183307	5.17338726478777	2.1230790576328	0.147634747979574	0.31653271003617	-0.830811412975572
SMAD5	-0.190063529310354	4.18818470640139	2.1235022678811	0.147594732123551	0.316483380428098	-0.830929142855121
TRAPPC11	-0.194092591588318	4.62707405015147	2.1241227432036	0.147536086610831	0.316430555515714	-0.831101740369723
ZSWIM7	-0.255036062739934	2.83070676275475	2.13123240029836	0.146865996922063	0.315389937975413	-0.833078742388678
CTD-2132N18.2	-0.480783341265293	0.512920489303776	2.13492108365922	0.146519704463137	0.314722227940674	-0.834103965998198
RP11-649A18.4	-0.580872245016244	-0.691675722980204	2.13505032393404	0.146507588321403	0.314722227940674	-0.834139880560627
SEPT3	-0.781925042763511	-0.645843468869359	2.13603681199869	0.146415143722376	0.3146429142379	-0.834414001864166
RP11-776B3.1	-0.497185064448127	-0.491941724297305	2.13760803288792	0.146268040635773	0.314435732457309	-0.83485055625182
DHX32	-0.280563513841519	3.5418142408379	2.13825048098389	0.146207940985352	0.314379173313546	-0.835029038920825
LIN7B	-0.560095371819181	-0.445875609340672	2.13934733529837	0.146105397655695	0.314231303695929	-0.835333739378625
COQ2	-0.267323086998363	2.46579361261777	2.1403437037968	0.146012319662098	0.314140044429681	-0.835610499451552
SLC25A20	-0.321263092276591	1.88771774522005	2.14034994354886	0.146011736974717	0.314140044429681	-0.83561223258215
AP001429.1	-0.616946512517634	-0.50449436961706	2.14279618193006	0.145783503732636	0.313829180640548	-0.836291616232109
VMAC	-0.332619448133916	1.53460639452686	2.1448812598559	0.14558928760783	0.31348362228726	-0.836870579033706
TMC3-AS1	-0.645280119922839	-0.924664443568472	2.14502862593825	0.145575572245817	0.31348362228726	-0.836911494040049
RP1-34L19.1	-0.640331058802482	-0.96089264774888	2.1456127478656	0.145521222498293	0.313409595862064	-0.837073665497399
RP11-74E22.3	-0.605155068351831	-0.961139337823177	2.14703241031016	0.145389226071319	0.313197814162433	-0.837467775259229
PKD2	-0.208306192203323	4.82702848845666	2.14719835787222	0.145373805617412	0.313197814162433	-0.837513840386611
PEX11A	-0.530994650829958	0.49460404219688	2.14743798863737	0.1453515415394	0.313197814162433	-0.837580357918288
PTCD1	-0.280098481933363	1.51907979097662	2.14810315771539	0.145289761082842	0.313197814162433	-0.837764990395052
VAT1L	-0.905690816778614	-1.15038612855879	2.14985129129174	0.14512753819822	0.312960161176552	-0.838250171623112
NUBPL	-0.240794568112643	2.51468821289124	2.15112815493787	0.145009178512151	0.312813678849305	-0.838604507757977
OSBPL2	-0.159242231399617	4.38497888493079	2.15397481743563	0.144745700942102	0.312353937507902	-0.839394326286872
SNX5	-0.209704126761634	5.30800216981303	2.15413828324135	0.144730587656111	0.312353937507902	-0.839439674503456
PRKXP1	-0.632957101706917	-0.640086186266068	2.1556391248659	0.14459191080785	0.312130658504928	-0.839856002959757
TAF4	-0.185126082747543	4.16413881407034	2.16100197672576	0.144097621401606	0.311316444797526	-0.841343187962436
SLC7A6OS	-0.19979650463271	3.68106453180061	2.16226461552084	0.143981525050098	0.311137872271772	-0.841693230707144
PDCL3P5	-0.483267827273087	-0.576605885860962	2.16258574528746	0.143952014990222	0.311110231700123	-0.841782251640293
RP11-164J13.1	-0.558540840503928	-0.371171656846018	2.163461126525	0.143871607224502	0.311008697401665	-0.842024904759549
HBG1	-0.889311160805014	3.04317798878995	2.16470495533455	0.143757443777018	0.310798014848699	-0.842369658237742
RNU4-24P	-0.691500998553951	-1.03435064691622	2.16502865150767	0.143727750593077	0.310769925986054	-0.842459371281989
RP11-552F3.4	-0.59216329372631	-0.996343286965347	2.16507032711862	0.14372392812777	0.310769925986054	-0.842470921575225
SLF1	-0.245685916516857	3.40872942422379	2.16625311248466	0.143615491892872	0.310671596505761	-0.842798709949594
TAS2R43	-0.711797938024695	-0.772587551033382	2.16757731710114	0.143494200977213	0.310481406021393	-0.843165649692956
MARC1	-0.459786878077185	1.90211561970408	2.16977947560284	0.143292751631602	0.310153719013708	-0.843775777544139
DBIL5P	-0.49920294850844	-0.557459396931949	2.16986230442682	0.143285180887263	0.310153719013708	-0.843798723710733
UBE4B	-0.181489839641762	5.6001772283735	2.17039797942848	0.14323622995198	0.310153719013708	-0.843947118354067
SRPRB	-0.291375236805036	3.62593468837488	2.17137781791486	0.14314673978966	0.310054072169246	-0.844218538718066
LIPE-AS1	-0.285509661744481	1.19840555437355	2.17305590899499	0.142993624848346	0.309830620770612	-0.844683324457336
ARHGAP22-IT1	-0.624099627301336	-0.960254273722156	2.17471427214455	0.142842492958505	0.309539199833686	-0.845142578888983
RP1-122P22.2	-0.554405758596419	0.0892788678646928	2.1750957558686	0.142807752847606	0.309499960981628	-0.845248214635914
PGBD4	-0.323552285665597	1.94569817515496	2.17519174465908	0.142799013067333	0.309499960981628	-0.845274794106712
GAD1	-0.620339842450428	0.519432675632738	2.17525508072873	0.142793246650733	0.309499960981628	-0.845292331857295
CLDND1	-0.190456830654945	3.23789028748824	2.17707304143296	0.14262784371785	0.309218095759263	-0.845795683512144
KIF24	-0.429931879786317	2.44296948938858	2.17758004069504	0.142581754432238	0.309190221008634	-0.845936045706966
HES4	-0.633115134384082	1.41407168649033	2.17791617450815	0.142551207181687	0.309190221008634	-0.846029100556376
MED11	-0.398976568092365	0.732371826310927	2.18221575185705	0.142161124816971	0.30867377019769	-0.847219148934668
MBD3	-0.175996550740586	3.73407823077175	2.18374638571488	0.142022549952606	0.308408870290359	-0.847642694050293
BRI3BP	-0.309554993753479	4.13033488840574	2.18398117116201	0.142001307403299	0.30839873111118	-0.847707657057616
MIR378E	-0.594134101301438	-0.150930286127262	2.18693660959689	0.141734218513839	0.307854597654432	-0.848525286536732
ZNF514	-0.29991561626482	3.04368109030787	2.18749425482152	0.141683887055792	0.307781201299811	-0.848679536913094
MIR600HG	-0.28331572777668	2.57005977209966	2.18838348392737	0.141603669803647	0.307678781843329	-0.848925491315591
FAM118B	-0.322232175004837	1.67572681117169	2.18839528008538	0.141602606020577	0.307678781843329	-0.848928753920672
MTG1	-0.272660180989777	2.04389477809376	2.19022289175285	0.141437900789621	0.307473415718586	-0.849434198048263
GOSR2	-0.152862586675248	4.26087924708041	2.1910915199071	0.141359695936712	0.307364012852342	-0.84967439766336
LIN52	-0.275302121903222	2.15550147954096	2.19332148093885	0.141159151613884	0.307027755738763	-0.850290960474407
CCDC87	-0.658039918533822	-1.27613512248481	2.19736842174793	0.140796028078134	0.306353191122302	-0.851409596671747
SKIDA1	-0.569143540972185	1.45953162730495	2.19767060094781	0.140768956770067	0.306330107306445	-0.851493107906313
THNSL2	-0.649683451466554	0.0866621383177555	2.20122014922594	0.140451405774584	0.305889484861125	-0.852473909598116
TAOK3	-0.221567515986097	7.442894331818	2.20151934611424	0.140424676108334	0.305870906043308	-0.852556569157539
C11orf80	-0.340420692125093	0.543573470732431	2.20367532346662	0.140232235980723	0.305626779940185	-0.85315214115321
HERC1	-0.185082935495699	7.65077450360007	2.20416738840233	0.140188356794444	0.305611741874897	-0.853288054770954
AC079584.3	-0.408330657254542	1.15424119977929	2.20508633122585	0.140106453114683	0.305495767466372	-0.853541861234168
RAPGEF6	-0.243629770702921	3.07311208066343	2.20552817024513	0.140067092157652	0.305481534326018	-0.853663887362915
SEMA6B	-0.730719782533372	0.6654420121579	2.20749041253393	0.139892438608866	0.305213301938438	-0.854205759126416
RP11-161M6.2	-0.705905722415409	0.721086633619781	2.20752211307017	0.139889619065054	0.305213301938438	-0.854214512456271
ALDH1B1	-0.380278916106995	3.01493020054974	2.20826621287971	0.139823455048244	0.305200569095334	-0.854419970624633
RP11-496N12.9	-0.783795137877685	-1.44616323194091	2.21109996556159	0.139571807845805	0.304794296490405	-0.855202296136001
CCDC152	-0.518148735630114	1.9504057862929	2.21120561623831	0.139562435638031	0.304794296490405	-0.855231459867903
TGFB3	-0.416023797258705	1.15338135785047	2.21153770957538	0.139532980488916	0.304781042485944	-0.855323128938999
ATP1A1-AS1	-0.416214317786171	0.569643685847251	2.21170542343166	0.13951810772354	0.304781042485944	-0.855369422683856
STAG3L2	-0.250564689844977	2.40118150133518	2.21198392298635	0.139493414521863	0.304766168536202	-0.855446294930352
PLA2G12AP1	-0.513606413501332	-0.200801163889716	2.2127374020241	0.139426632054161	0.304656032088285	-0.855654263185923
WDR66	-0.467582880172007	0.826343877241882	2.2131198492879	0.139392748811875	0.304617765107619	-0.855759817578738
CTPS2	-0.247709740186985	3.86833102573828	2.21546315494343	0.139185345529347	0.304265478716187	-0.8564064880787
WWC1	-0.640204487652285	0.301520198778708	2.21559828063698	0.139173396391307	0.304265478716187	-0.85644377409804
FAM208A	-0.240838661404945	5.84350886713449	2.21624455712254	0.139116262383074	0.304192175137983	-0.856622098976965
RP11-555J4.4	-0.471232565748877	-0.727386611203461	2.21712144307708	0.139038783907942	0.30409422789833	-0.856864039402168
PPAT	-0.274807136466627	2.95611668865843	2.21809563976102	0.138952764802646	0.303977550840306	-0.857132807457413
AGGF1	-0.231297279165933	4.32356375398875	2.21874903292932	0.138895105659272	0.303887140047941	-0.857313057520992
MRPL18	-0.315416814459052	3.56633318536189	2.21994773531804	0.138789395867986	0.303727281937138	-0.857643714658887
CHTF8	-0.233704746949697	4.52312996310624	2.22069820797719	0.138723260496048	0.303653973804313	-0.85785071226405
FAM221A	-0.427433053896848	1.05504088119021	2.22619999806901	0.138239505425998	0.302951444702269	-0.859367828620566
WNT11	-0.681818872041049	-0.0813135236794471	2.22838400468843	0.138048003186001	0.302567402035937	-0.859969870890514
UXS1	-0.222528284507784	5.22893543395875	2.22938931458183	0.137959954775952	0.302475272727	-0.860246956668795
GPRC5C	-0.575351376409546	0.488812823205326	2.23224407777905	0.137710271886598	0.302060335826627	-0.861033664265307
ACAD9	-0.175754816263107	4.51897679781598	2.23236335500238	0.137699850831638	0.302060335826627	-0.861066530208086
SNTB1	-0.242845969410934	5.32042771192581	2.23262005968484	0.137677425996979	0.302060335826627	-0.861137262129642
HEATR5B	-0.197883990178151	5.13277549896133	2.23277817743006	0.137663615436595	0.302060335826627	-0.861180828828892
RP5-991G20.1	-0.253110217380112	2.62251598306591	2.23322581664122	0.137624525565964	0.3020305663087	-0.861304165164162
PIGO	-0.221927041983417	3.29121972394692	2.23669787787047	0.137321756345339	0.301472775138517	-0.862260650584104
AC087294.2	-0.47291640749882	-0.110395884513973	2.23790833224676	0.137216380298391	0.301276979892916	-0.86259404133645
COA7	-0.303080926771215	3.1026599273696	2.23792457549998	0.137214966865872	0.301276979892916	-0.862598514921192
SLITRK4	-0.622306639793102	1.44537147001026	2.23796460792344	0.137211483451285	0.301276979892916	-0.862609540299623
BUB1B	-0.378956807950433	4.18477139711903	2.24093317453291	0.136953453075657	0.300841678058297	-0.863427013188788
TMEM131	-0.192160986002172	5.65779087687929	2.2423436220397	0.13683104842021	0.300608282054696	-0.863815345396575
VRK3	-0.165609625349818	3.80176991025176	2.24288005767589	0.136784526777325	0.30058404797488	-0.863963027727701
PSMA3-AS1	-0.16645980304884	5.41565006181095	2.24342851746892	0.136736980877128	0.300543555417151	-0.864114013458057
SNX33	-0.322363910369178	2.85546687235046	2.24420017484526	0.136670117702041	0.300432079173017	-0.864326431560678
NTNG2	-0.487270172773072	1.73797172783882	2.24425039444609	0.136665767518133	0.300432079173017	-0.86434025529162
WFIKKN1	-0.62203717475269	-1.02095050137637	2.24518962274877	0.136584437416491	0.300314688815558	-0.864598781834404
PTPN13	-0.348298232669389	3.08598554059293	2.24583222802308	0.136528824216676	0.300227884781838	-0.86477564989266
CENPBD1	-0.365482795657241	1.78673360386937	2.247296488529	0.136402197997844	0.299984883624145	-0.865178631361036
NFS1	-0.3337961839674	1.75282353884092	2.24800810313529	0.136340707062988	0.299920543448171	-0.865374458080281
RSL24D1P8	-0.521861920691646	0.100285597003814	2.24803077622022	0.136338748387665	0.299920543448171	-0.865380697214674
DHRS7B	-0.264634570807275	1.86871817404207	2.24860710236883	0.136288971602137	0.299913101179349	-0.865539285516134
HK1	-0.262339526615747	6.15230439739319	2.25030522727738	0.136142425630312	0.299696942639163	-0.866006515899224
RP11-797A18.3	-0.731784751150497	-1.29183424200087	2.25135677215861	0.136051768117736	0.299568252412122	-0.866295809791709
TMCC2	-0.474688578731601	3.2819205036901	2.25328953514434	0.135885315772617	0.299343430318085	-0.866827472064313
NUDT10	-0.588761533706225	1.14226537095783	2.25342688428142	0.135873495842019	0.299343430318085	-0.866865250641632
AL133243.2	-0.304819653216341	2.0748946717325	2.25647260505715	0.135611687357582	0.29888365064033	-0.867702880261146
AC004980.7	-0.287406412867104	1.70204737200098	2.25652061987854	0.135607564603837	0.29888365064033	-0.867716083521526
CTD-2012K14.5	-0.468601629526587	0.863037940689328	2.25886031478357	0.135406840345422	0.298572163188484	-0.868359395848557
TOP1	-0.165645458233714	6.95482471339313	2.26222249197534	0.135118984937741	0.298149421525139	-0.869283626000647
RP11-19G24.1	-0.638320171695703	-0.952387459385379	2.26291833860436	0.135059496000244	0.29806033738803	-0.869474875263854
